0	-0.12577121
0.0025	-0.111251538
0.005	-0.133537546
0.0075	-0.189252566
0.01	-0.191278567
0.0125	-0.158524888
0.015	-0.133199879
0.0175	-0.121381542
0.02	-0.103485202
0.0225	-0.082887527
0.025	-0.077484859
0.0275	-0.087277196
0.03	-0.100783867
0.0325	-0.088627863
0.035	-0.090316197
0.0375	-0.115641206
0.04	-0.149070218
0.0425	-0.200733237
0.045	-0.252396256
0.0475	-0.222343912
0.05	-0.147044218
0.0525	-0.105173536
0.055	-0.079173193
0.0575	-0.08896553
0.06	-0.109225537
0.0625	-0.098082533
0.065	-0.088290196
0.0675	-0.126446543
0.07	-0.186888899
0.0725	-0.166291225
0.075	-0.133199879
0.0775	-0.100783867
0.08	-0.06161452
0.0825	-0.059588519
0.085	-0.078160192
0.0875	-0.096731866
0.09	-0.110238537
0.0925	-0.121719208
0.095	-0.110238537
0.0975	-0.087614862
0.1	-0.082887527
0.1025	-0.094368198
0.105	-0.114290539
0.1075	-0.110238537
0.11	-0.109563204
0.1125	-0.094705865
0.115	-0.066341855
0.1175	-0.052159849
0.12	-0.064991188
0.1225	-0.071744523
0.125	-0.075796525
0.1275	-0.084238195
0.13	-0.039666178
0.1325	0.026854179
0.135	0.058257191
0.1375	0.068724862
0.14	0.039347851
0.1425	0.00895784
0.145	-0.0089385
0.1475	-0.023795839
0.15	-0.019068504
0.1525	-0.027510174
0.155	-0.028185507
0.1575	-0.027847841
0.16	-0.013328169
0.1625	0.01841251
0.165	0.037659517
0.1675	0.047114187
0.17	0.028542513
0.1725	0.046101187
0.175	0.057244191
0.1775	0.04677652
0.18	0.031581515
0.1825	0.01841251
0.185	0.003217504
0.1875	-0.03527651
0.19	-0.052159849
0.1925	-0.031224508
0.195	0.005581172
0.1975	0.028542513
0.2	0.008620173
0.2025	-0.025484173
0.205	-0.033925843
0.2075	-0.022107505
0.21	0.008620173
0.2125	0.013685175
0.215	-0.003198165
0.2175	-0.024133506
0.22	-0.038653178
0.2225	-0.04473118
0.225	-0.06262752
0.2275	-0.030549175
0.23	0.014022841
0.2325	0.015373509
0.235	0.003217504
0.2375	-0.012315168
0.24	-0.047432514
0.2425	-0.108212537
0.245	-0.142316883
0.2475	-0.119017874
0.25	-0.051822183
0.2525	0.002879837
0.255	0.034620516
0.2575	0.042724519
0.26	0.024490512
0.2625	0.024152845
0.265	0.062309192
0.2675	0.095062871
0.27	0.094049871
0.2725	0.072101529
0.275	0.076828864
0.2775	0.095062871
0.28	0.123764548
0.2825	0.223713918
0.285	0.283143273
0.2875	0.271324936
0.29	0.215272249
0.2925	0.157193561
0.295	0.127141216
0.2975	0.148076557
0.3	0.181843236
0.3025	0.167323564
0.305	0.120725547
0.3075	0.117686546
0.31	0.149427224
0.3125	0.168674231
0.315	0.166310564
0.3175	0.150777892
0.32	0.127478883
0.3225	0.101140873
0.325	0.095062871
0.3275	0.086958868
0.33	0.078179532
0.3325	0.096751205
0.335	0.134232219
0.3375	0.153816893
0.34	0.172050899
0.3425	0.178466568
0.345	0.202778577
0.3475	0.221012584
